ID,SampleID,ArticleID,Reference, YearPub,PubStatus  (0=published; 1=unpublished),StudyDesign (1=correlational; 2=experiment),WorkSetting (0=student; 1=work),CMV/same-source effect (0=no CMV; 1=CMV),PM.Construct,PM.Measure,PM.Autonomy (1=discretionary; 2=obligatory; 3=unclear),PM.Generality (1=global; 2=contextual; 3=situational; 4=unclear),note.generality,Ipsative (0=normative measure; 1=ipsative measure),DV,DV.Dimension (wb=well-being; pb=prosocial behavior; perf=job performance; career=career success),WB.Generality (1=others; 2=situational),PB.Type (1=affliative; 2=challenging),DV.Objectivity (1=objective; 2=subjective),N,Pct.Female,Country,Individualism.con,Individualistic.bin (1=individualistic culture; 0=collectivist culture),ES_uncorrected,Rxx,Ryy,ES_corrected
531,191,150,Myers (dissertation),2018,1,1,1,1,Prosocial identity,"Grant, Dutton, & Rosso (2008)",1,1,,0,turnover intention,wb,2,,2,578,0.436,US,91,1,0.21,0.85,0.92,0.237473918
532,192,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,engagement,wb,2,,2,520,0.806,US,91,1,0.67,0.93,0.93,0.720430108
533,192,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,job satisfaction,wb,2,,2,520,0.806,US,91,1,0.55,0.93,0.84,0.622273881
534,192,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,performance,perf,,,2,520,0.806,US,91,1,0.27,0.93,0.85,0.303677648
535,193,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,engagement,wb,2,,2,520,0.415,Mturk,,,0.59,0.93,0.93,0.634408602
536,193,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,job satisfaction,wb,2,,2,520,0.415,Mturk,,,0.43,0.93,0.82,0.49240228
537,193,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,performance,perf,,,2,520,0.415,Mturk,,,0.29,0.93,0.84,0.328108046
538,193,151,Newness (dissertation),2013,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,OCB,pb,,1,2,520,0.415,Mturk,,,0.39,0.93,0.94,0.417118264
539,193,151,Newness (dissertation),2013,1,1,1,0,Prosocial motivation,Grant (2008),1,2,,0,performance,perf,,,2,59,0.415,Mturk,,,0.25,0.93,0.74,0.301357965
540,194,152,"Stollberger, Las Heras, Rofcanin, Bosch (JVB)",2019,0,1,1,0,Prosocial motivation,Grant (2008),1,2,,0,work performance,perf,,,2,155,0.536,Dominican R.,30,0,0.15,0.88,0.94,0.164924811
541,195,153,Wong (dissertation),2017,1,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,OCB,pb,,,2,172,0.7,Hong Kong,25,0,0.35,0.87,0.86,0.404631037
542,195,153,Wong (dissertation),2017,1,1,1,0,Prosocial motivation,Grant (2008),1,2,,0,OCB,pb,,,2,126,0.7,Hong Kong,25,0,0.2,0.87,0.9,0.226021168
543,196,154,"Abid, G., Ahmed, S., Qazi, T. F., & Sarwar, K. (2020). How managerial coaching enables thriving at work. A sequential mediation. Journal of Entrepreneurship, Management and Innovation, 16(2), 132-160.",2020,0,1,1,1,Prosocial Motivation,Grant & Sumanth (2009),1,2,,0,thriving at work,wb,2,,2,221,0.186,Pakistan,14,0,0.57,0.903,0.856,0.648326985
544,197,155,"De Clercq, D., Suhail, A., Azeem, M. U., & Haq, I. U. (2019). Citizenship pressure and job performance: roles of citizenship fatigue and continuance commitment. Asia Pacific Journal of Human Resources.",2019,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,citizenship fatigue,wb,2,,2,239,0.22,Pakistan,14,0,-0.631,0.9,0.91,-0.697248211
545,197,155,"De Clercq, D., Suhail, A., Azeem, M. U., & Haq, I. U. (2019). Citizenship pressure and job performance: roles of citizenship fatigue and continuance commitment. Asia Pacific Journal of Human Resources.",2019,0,1,1,0,citizenship pressure,Bolino et al. (2010),2,3,,0,job performance,perf,,,2,239,0.22,Pakistan,14,0,0.146,0.9,0.79,0.17314823
546,198,156,"Germeys, L., Griep, Y., & De Gieter, S. (2019). Citizenship pressure as a predictor of daily enactment of autonomous and controlled organizational citizenship behavior: differential spillover effects on the home domain. Frontiers in psychology, 10, 395.",2019,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,controlled OCB,pb,,1,2,87,0.48,Belgian,75,1,-0.01,0.91,0.845,-0.011403836
547,198,156,"Germeys, L., Griep, Y., & De Gieter, S. (2019). Citizenship pressure as a predictor of daily enactment of autonomous and controlled organizational citizenship behavior: differential spillover effects on the home domain. Frontiers in psychology, 10, 395.",2019,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,autonomous OCB,pb,,1,2,87,0.48,Belgian,75,1,0.16,0.91,0.845,0.18246137
548,199,157,"Olfat, M., Shokouhyar, S., Ahmadi, S., Tabarsa, G. A., & Sedaghat, A. (2020). Organizational commitment and work-related implementation of enterprise social networks (ESNs): the mediating roles of employees' organizational concern and prosocial values. Online Information Review.",2020,0,1,1,1,Prosocial values,Rioux and Penner’s (2001),1,3,,0,organizational commitment,wb,2,,2,361,0.4,Iran,41,0,0.432,0.722,0.854,0.550156455
549,200,158,"Shao, D., Zhou, E., & Gao, P. (2019). Influence of Perceived Socially Responsible Human Resource Management on Task Performance and Social Performance. Sustainability, 11(11), 3195.",2019,0,1,1,0,Prosocial identity,"Grant, Dutton, & Rosso (2008)",1,1,,0,task performance,perf,,,2,314,0.484,China,20,0,0.1,0.832,0.863,0.118013839
550,200,158,"Shao, D., Zhou, E., & Gao, P. (2019). Influence of Perceived Socially Responsible Human Resource Management on Task Performance and Social Performance. Sustainability, 11(11), 3195.",2019,0,1,1,0,Prosocial identity,"Grant, Dutton, & Rosso (2008)",1,1,,0,OCB,pb,,1,2,314,0.484,China,20,0,0.33,0.832,0.842,0.394272268
551,200,158,"Shao, D., Zhou, E., & Gao, P. (2019). Influence of Perceived Socially Responsible Human Resource Management on Task Performance and Social Performance. Sustainability, 11(11), 3195.",2019,0,1,1,0,Prosocial identity,"Grant, Dutton, & Rosso (2008)",1,1,,0,volunteering,pb,,1,2,314,0.484,China,20,0,0.28,0.832,0.906,0.322501894
552,201,159,"Shin, I., & Hur, W. M. (2020). How are service employees' perceptions of corporate social responsibility related to their performance? Prosocial motivation and emotional labor as underlying mechanisms. Corporate Social Responsibility and Environmental Management.",2020,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,service performance,perf,,,2,435,0.536,SK,18,0,0.53,0.78,0.63,0.756063537
553,202,160,"Shin, Y., & Hur, W. M. When do job-insecure employees keep performing well? The buffering roles of help and prosocial motivation in the relationship between job insecurity, work engagement, and job performance.",2020,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,engagement,wb,2,,2,181,0.62,SK,18,0,0.37,0.92,0.85,0.418406428
554,202,160,"Shin, Y., & Hur, W. M. When do job-insecure employees keep performing well? The buffering roles of help and prosocial motivation in the relationship between job insecurity, work engagement, and job performance.",2020,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,Helping,pb,,1,2,181,0.62,SK,18,0,0.36,0.92,0.85,0.407098146
555,202,160,"Shin, Y., & Hur, W. M. When do job-insecure employees keep performing well? The buffering roles of help and prosocial motivation in the relationship between job insecurity, work engagement, and job performance.",2020,0,1,1,0,Prosocial Motivation,Grant (2008),1,2,,0,job performance,perf,,,2,181,0.62,SK,18,0,0.15,0.92,0.87,0.167663188
556,203,160,"Shin, Y., & Hur, W. M. When do job-insecure employees keep performing well? The buffering roles of help and prosocial motivation in the relationship between job insecurity, work engagement, and job performance.",2020,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,engagement,wb,2,,2,483,0.47,SK,18,0,0.52,0.92,0.9,0.571463077
557,203,160,"Shin, Y., & Hur, W. M. When do job-insecure employees keep performing well? The buffering roles of help and prosocial motivation in the relationship between job insecurity, work engagement, and job performance.",2020,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,Helping,pb,,1,2,483,0.47,SK,18,0,0.34,0.92,0.89,0.375742223
558,203,160,"Shin, Y., & Hur, W. M. When do job-insecure employees keep performing well? The buffering roles of help and prosocial motivation in the relationship between job insecurity, work engagement, and job performance.",2020,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,job performance,perf,,,2,483,0.47,SK,18,0,0.14,0.92,0.84,0.159255514
559,204,161,"Steijn, B., & Van der Voet, J. (2017). Relational job characteristics and job satisfaction of public sector employees: When prosocial motivation and red tape collide. Public Administration, 97(1), 64-80.",2017,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,job satisafaction,wb,2,,2,244,0.78,Netherland,80,1,0.28,0.872,0.843,0.326577306
560,205,162,"Sun, J., Li, W. D., Li, Y., Liden, R. C., Li, S., & Zhang, X. (2020). Unintended consequences of being proactive? Linking proactive personality to coworker envy, helping, and undermining, and the moderating role of prosocial motivation. Journal of Applied Psychology.",2020,0,1,1,0,Prosocial Motivation,Grant (2008),1,2,,0,job performance,perf,,,2,370,0.62,China,20,0,0.03,0.91,0.94,0.032436698
561,206,163,"Zhu, Y., Chen, T., Wang, J., Wang, M., Johnson, R. E., & Jin, Y. (2020). How critical activities within COVID-19 intensive care units increase nurses’ daily occupational calling. Journal of Applied Psychology.",2020,0,1,1,0,Prosocial Motivation,Grant (2008),1,2,,0,job performance,perf,,,2,66,1,China,20,0,0.28,0.93,0.73,0.339824845
562,207,164,"Yam, K. C., Klotz, A. C., He, W., & Reynolds, S. J. (2017). From good soldiers to psychologically entitled: Examining when and why citizenship behavior leads to deviance. Academy of Management Journal, 60(1), 373-396.",2017,0,1,1,0,external OCB motive,self developed,2,3,,0,OCB,pb,,1,2,345,0.5,China,20,0,-0.07,0.84,0.95,-0.078360391
563,208,164,"Yam, K. C., Klotz, A. C., He, W., & Reynolds, S. J. (2017). From good soldiers to psychologically entitled: Examining when and why citizenship behavior leads to deviance. Academy of Management Journal, 60(1), 373-396.",2017,0,1,1,0,external OCB motive,self developed,2,3,,0,OCB,pb,,1,2,180,0.33,US,91,1,-0.15,0.9,0.94,-0.163082018
564,209,165,"Youn, H., Kim, J. H., & Song, H. (2017). The leading causes and consequences of citizenship pressure in the hotel industry. International Journal of Contemporary Hospitality Management.",2017,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,job stress,wb,2,,2,224,0.652,China,20,0,-0.13,0.77,0.8,-0.165635337
565,209,165,"Youn, H., Kim, J. H., & Song, H. (2017). The leading causes and consequences of citizenship pressure in the hotel industry. International Journal of Contemporary Hospitality Management.",2017,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,quit intention,wb,2,,2,224,0.652,China,20,0,-0.26,0.77,0.83,-0.325228757
566,210,166,"Liu, Y., Zhao, H., & Sheard, G. (2017). Organizational citizenship pressure, compulsory citizenship behavior, and work–family conflict. Social Behavior and Personality: an international journal, 45(4), 695-704.",2017,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,OCB,pb,,1,2,312,0.394,China,20,0,0.33,0.91,0.87,0.370880173
567,211,167,"Horn, D., Mathis, C. J., Robinson, S. L., & Randle, N. (2015). Is charismatic leadership effective when workers are pressured to be good citizens?. The Journal of Psychology, 149(8), 751-774.",2015,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,OCB,pb,,1,2,243,0.63,US,91,1,0.258,0.959,0.927,0.2736343
568,211,167,"Horn, D., Mathis, C. J., Robinson, S. L., & Randle, N. (2015). Is charismatic leadership effective when workers are pressured to be good citizens?. The Journal of Psychology, 149(8), 751-774.",2015,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,engagement,wb,2,,2,243,0.63,US,91,1,0.096,0.959,0.94,0.101110906
569,212,168,"Bolino, M. C., Hsiung, H. H., Harvey, J., & LePine, J. A. (2015). “Well, I’m tired of tryin’!” Organizational citizenship behavior and citizenship fatigue. Journal of Applied Psychology, 100(1), 56.",2015,0,1,1,0,citizenship pressure,Bolino et al. (2010),2,3,,0,OCB_Time3,pb,,1,2,260,0.31,TW,17,0,-0.03,0.89,0.96,-0.032455674
570,212,168,"Bolino, M. C., Hsiung, H. H., Harvey, J., & LePine, J. A. (2015). “Well, I’m tired of tryin’!” Organizational citizenship behavior and citizenship fatigue. Journal of Applied Psychology, 100(1), 56.",2015,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,citizenship fatigue_T3,wb,2,,2,260,0.31,TW,17,0,-0.48,0.89,0.91,-0.533366258
571,213,169,"Tsachouridi, I., & Nikandrou, I. (2019). The role of prosocial motives and social exchange in mediating the relationship between organizational virtuousness’ perceptions and employee outcomes. Journal of Business Ethics, 1-17.",2020,0,1,1,1,Prosocial motives,"""It is important for me to help my organization when it needs it""",1,3,,0,willingness to support the organization,wb,2,,2,250,0.584,Greece,35,0,0.62,0.91,0.83,0.713398098
572,213,169,"Tsachouridi, I., & Nikandrou, I. (2019). The role of prosocial motives and social exchange in mediating the relationship between organizational virtuousness’ perceptions and employee outcomes. Journal of Business Ethics, 1-17.",2020,0,1,1,1,Prosocial motives,"""It is important for me to help my organization when it needs it""",1,3,,0,time commitment,wb,2,,2,250,0.584,Greece,35,0,0.09,0.91,0.82,0.104187325
573,213,169,"Tsachouridi, I., & Nikandrou, I. (2019). The role of prosocial motives and social exchange in mediating the relationship between organizational virtuousness’ perceptions and employee outcomes. Journal of Business Ethics, 1-17.",2020,0,1,1,1,Prosocial motives,"""It is important for me to help my organization when it needs it""",1,3,,0,work intensity,wb,2,,2,250,0.584,Greece,35,0,0.31,0.91,0.87,0.348402587
574,214,169,"Tsachouridi, I., & Nikandrou, I. (2019). The role of prosocial motives and social exchange in mediating the relationship between organizational virtuousness’ perceptions and employee outcomes. Journal of Business Ethics, 1-17.",2020,0,1,1,1,Prosocial motives,"""It is important for me to help my organization when it needs it""",1,3,,0,willingness to support the organization,wb,2,,2,354,0.534,Greece,35,0,0.62,0.91,0.85,0.70495522
575,214,169,"Tsachouridi, I., & Nikandrou, I. (2019). The role of prosocial motives and social exchange in mediating the relationship between organizational virtuousness’ perceptions and employee outcomes. Journal of Business Ethics, 1-17.",2020,0,1,1,1,Prosocial motives,"""It is important for me to help my organization when it needs it""",1,3,,0,time commitment,wb,2,,2,354,0.534,Greece,35,0,0.26,0.91,0.88,0.290543602
576,214,169,"Tsachouridi, I., & Nikandrou, I. (2019). The role of prosocial motives and social exchange in mediating the relationship between organizational virtuousness’ perceptions and employee outcomes. Journal of Business Ethics, 1-17.",2020,0,1,1,1,Prosocial motives,"""It is important for me to help my organization when it needs it""",1,3,,0,work intensity,wb,2,,2,354,0.534,Greece,35,0,0.49,0.91,0.89,0.544478055
577,215,170,"Eva, N., Newman, A., Zhou, A. J., & Zhou, S. S. (2019). The relationship between ethical leadership and employees’ internal and external community citizenship behaviors: the mediating role of prosocial motivation. Personnel Review.",2019,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,internal OCB,pb,,1,2,160,0.63,China,20,0,0.43,0.93,0.77,0.508137935
578,215,170,"Eva, N., Newman, A., Zhou, A. J., & Zhou, S. S. (2019). The relationship between ethical leadership and employees’ internal and external community citizenship behaviors: the mediating role of prosocial motivation. Personnel Review.",2019,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,external OCB,pb,,1,2,160,0.63,China,20,0,-0.05,0.93,0.836,-0.056705527
579,216,171,"Jiang, J., Dong, Y., Li, B., Gu, H., & Yu, L. (2020). Do feelings matter? The effect of leader affective presence on employee proactive customer service performance. International Journal of Contemporary Hospitality Management.",2020,0,1,1,0,Prosocial Motivation,Grant (2008),1,2,,0,customer service performance,perf,,,2,361,0.62,China,20,0,0.17,0.82,0.82,0.207317073
580,217,172,"Zhang, L., Qiu, Y., Zhang, N., & Li, S. (2020). How Difficult Doctor_Patient Relationships Impair Physicians’ Work Engagement: The Roles of Prosocial Motivation and Problem-Solving Pondering. Psychological reports, 123(3), 885-902.",2020,0,1,1,1,Prosocial Motivation,Grant & Sumanth (2009),1,2,,0,work engagement,wb,2,,2,588,0.625,China,20,0,0.41,0.84,0.93,0.463876893
581,218,173,"Sawyer, K. B., Thoroughgood, C. N., Stillwell, E. E., Duffy, M. K., Scott, K. L., & Adair, E. A. (2021). Being present and thankful: A multi-study investigation of mindfulness, gratitude, and employee helping behavior. Journal of Applied Psychology.",2021,0,1,1,0,Prosocial motivation,Grant (2008),1,2,,0,helping,pb,,1,2,99,0.821,US,91,1,-0.04,0.95,0.82,-0.045320142
582,219,173,"Sawyer, K. B., Thoroughgood, C. N., Stillwell, E. E., Duffy, M. K., Scott, K. L., & Adair, E. A. (2021). Being present and thankful: A multi-study investigation of mindfulness, gratitude, and employee helping behavior. Journal of Applied Psychology.",2021,0,1,1,0,Prosocial motivation,Grant (2008),1,2,,0,helping,pb,,1,2,103,0.744,US,91,1,0.57,0.9,0.85,0.651694624
583,220,174,"Xu, A. J., Loi, R., & Chow, C. W. C. (2021). Why and when proactive employees take charge at work: the role of servant leadership and prosocial motivation. European Journal of Work and Organizational Psychology, 1-11.",2021,0,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,taking charge,pb,,2,2,191,0.786,Hong Kong,25,0,0.39,0.94,0.88,0.42880451
584,221,175,"Zhu, Y., Chen, T., Wang, J., Wang, M., Johnson, R. E., & Jin, Y. (2020). How critical activities within COVID-19 intensive care units increase nurses’ daily occupational calling. Journal of Applied Psychology.",2021,0,1,1,1,calling at work,Dik et al,1,2,,0,depletion,wb,2,,2,66,1,China,20,0,0.3,0.9,0.82,0.349215148
585,221,175,"Zhu, Y., Chen, T., Wang, J., Wang, M., Johnson, R. E., & Jin, Y. (2020). How critical activities within COVID-19 intensive care units increase nurses’ daily occupational calling. Journal of Applied Psychology.",2021,0,1,1,0,calling at work,Dik et al,1,2,,0,job performance,perf,,,2,66,1,China,20,0,0.47,0.9,0.73,0.579849348
586,221,175,"Zhu, Y., Chen, T., Wang, J., Wang, M., Johnson, R. E., & Jin, Y. (2020). How critical activities within COVID-19 intensive care units increase nurses’ daily occupational calling. Journal of Applied Psychology.",2021,0,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,depletion,wb,2,,2,66,1,China,20,0,0.26,0.93,0.82,0.297731611
587,221,175,"Zhu, Y., Chen, T., Wang, J., Wang, M., Johnson, R. E., & Jin, Y. (2020). How critical activities within COVID-19 intensive care units increase nurses’ daily occupational calling. Journal of Applied Psychology.",2021,0,1,1,0,Prosocial motivation,Grant (2008),1,2,,0,job performance,perf,,,2,66,1,China,20,0,0.28,0.93,0.73,0.339824845
588,222,176,"Caldas, M. P., Ostermeier, K., & Cooper, D. (2020). When helping hurts: COVID-19 critical incident involvement and resource depletion in health care workers. Journal of Applied Psychology.",2021,0,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,percieved social worth,wb,1,,2,118,0.69,US,91,1,0.004,0.97,0.86,0.004379504
589,222,176,"Caldas, M. P., Ostermeier, K., & Cooper, D. (2020). When helping hurts: COVID-19 critical incident involvement and resource depletion in health care workers. Journal of Applied Psychology.",2021,0,1,1,1,Prosocial motivation,Grant (2008),1,2,,0,emotional exhaustion,wb,2,,2,118,0.69,US,91,1,0.18,0.97,0.87,0.195941763
590,223,177,"David, E. M., Kim, T. Y., Rodgers, M., & Chen, T. (2021). Helping while competing? The complex effects of competitive climates on the prosocial identity and performance relationship. Journal of Management Studies.",2021,0,1,1,1,prosocial identity,"Grant, Dutton, & Rosso (2008)",1,1,,0,interpersonal helping,pb,,1,2,406,0.47,China,20,0,0.48,0.88,0.92,0.533465069
591,223,177,"David, E. M., Kim, T. Y., Rodgers, M., & Chen, T. (2021). Helping while competing? The complex effects of competitive climates on the prosocial identity and performance relationship. Journal of Management Studies.",2021,0,1,1,0,prosocial identity,"Grant, Dutton, & Rosso (2008)",1,1,,0,job performance,perf,,,2,406,0.47,China,20,0,0.15,0.88,0.89,0.169494231
592,224,178,"Butt, T. H., Abid, G., Arya, B., & Farooqi, S. (2020). Employee energy and subjective well-being: a moderated mediation model. The Service Industries Journal, 40(1-2), 133-157.",2020,0,1,1,1,Prosocial motivation,Grant & Sumanth (2009),1,2,,0,energy,wb,2,,2,266,0.222,Pakistan,14,0,0.55,0.89,0.9,0.61453473
593,225,179,"Ullah, I., Elahi, N. S., Abid, G., & Butt, M. U. (2020). The impact of perceived organizational support and proactive personality on affective commitment: Mediating role of prosocial motivation. Business, Management and Economics Engineering, 18(2), 183-205.",2020,0,1,1,1,Prosocial motivation,Grant & Sumanth (2009),1,2,,0,affective commitment,wb,2,,2,221,0.434,Pakistan,14,0,0.31,0.72,0.72,0.430555556
594,226,180,"Altaf, A., Sajid, K., & Ali, S. Z. (2020). Challenge-Hindrance Stressors and Psychological Well-Being: Moderating Role of Citizenship Pressure and Mediating Role of Citizenship Fatigue. International Journal of Business and Economic Affairs, 5(5), 231-239.",2020,0,1,1,1,OCB pressure,,2,3,,0,citizenship fatigue,wb,2,,2,156,0.14,Pakistan,14,0,-0.705,0.712,0.723,-0.982607267
595,227,181,"Liu, Y., He, H., & Zhu, W. (2020). Motivational analyses of the relationship between negative affectivity and workplace helping behaviors: A Conservation of Resources perspective. Journal of Business Research, 108, 362-374.",2020,0,1,1,1,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,negative affect,wb,2,,2,163,0.632,Spain,51,1,-0.09,0.76,0.85,-0.111976335
596,227,181,"Liu, Y., He, H., & Zhu, W. (2020). Motivational analyses of the relationship between negative affectivity and workplace helping behaviors: A Conservation of Resources perspective. Journal of Business Research, 108, 362-374.",2020,0,1,1,1,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping,pb,,1,2,163,0.632,Spain,51,1,0.75,0.76,0.91,0.901848882
597,228,182,"Li, N., Liao, H., Pan, J., & Harris, T. B. Exploring the pandemic's potential effects on workers' collectivist values, prosocial behaviors, and attitudes toward mistreatment. Human Resource Management.",2021,0,1,1,0,prosocial values_T1,Schwartz Value Survey,1,1,,0,helping,pb,,1,2,1610,0.609,China,20,0,0.09,0.52,0.845,0.135772709
598,228,182,"Li, N., Liao, H., Pan, J., & Harris, T. B. Exploring the pandemic's potential effects on workers' collectivist values, prosocial behaviors, and attitudes toward mistreatment. Human Resource Management.",2021,0,1,1,0,prosocial values_T2,Schwartz Value Survey,1,1,,0,helping,pb,,1,2,1610,0.609,China,20,0,0.03,0.58,0.845,0.04285277
599,229,182,"Li, N., Liao, H., Pan, J., & Harris, T. B. Exploring the pandemic's potential effects on workers' collectivist values, prosocial behaviors, and attitudes toward mistreatment. Human Resource Management.",2021,0,1,1,1,prosocial values_T1,Schwartz Value Survey,1,1,,0,helping,pb,,1,2,310,0.495,US,91,1,0.33,0.67,0.87,0.432231996
600,229,182,"Li, N., Liao, H., Pan, J., & Harris, T. B. Exploring the pandemic's potential effects on workers' collectivist values, prosocial behaviors, and attitudes toward mistreatment. Human Resource Management.",2021,0,1,1,1,prosocial values_T2,Schwartz Value Survey,1,1,,0,helping,pb,,1,2,310,0.495,US,91,1,0.35,0.64,0.87,0.469049234
601,230,183,"Zhang et al., (2021 AOM) How Dose Prosocial Motivation Congruence Frontline Followers’ Service Quality:A P-E Fit Perspective",2021,1,1,1,0,Prosocial motivation,Grant & Sumanth (2009),1,2,,0,service quality,perf,,,2,176,0.551,China,20,0,0.15,0.88,0.93,0.165809133
602,231,184,"Zabinski et al., AOM presentation",2021,1,1,1,1,prosocial needs,homegrown,1,2,,0,job satisafaction,wb,2,,2,398,0.38,US,91,1,0.23,0.9,0.95,0.248739512
603,232,185,"Cheung, F. Y. M., Peng, K., & Wong, C. S. (2018). Beyond exchange and prosocial motives, is altruistic helping a valid motive for organizational citizenship behavior?. Chinese Management Studies.",2018,0,1,1,0,altruistic helping motives,"Cheung, Peng, & Wong (2018)",1,3,,0,OCB,pb,,1,2,117,,China,20,0,0.31,0.83,0.89,0.360684637
604,232,185,"Cheung, F. Y. M., Peng, K., & Wong, C. S. (2018). Beyond exchange and prosocial motives, is altruistic helping a valid motive for organizational citizenship behavior?. Chinese Management Studies.",2018,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCB,pb,,1,2,117,,China,20,0,0.13,0.94,0.89,0.142129563
605,233,185,"Cheung, F. Y. M., Peng, K., & Wong, C. S. (2018). Beyond exchange and prosocial motives, is altruistic helping a valid motive for organizational citizenship behavior?. Chinese Management Studies.",2018,0,1,1,0,altruistic helping motives,"Cheung, Peng, & Wong (2018)",1,3,,0,OCB,pb,,1,2,245,,Hong Kong,25,0,0.36,0.9,0.9,0.4
606,233,185,"Cheung, F. Y. M., Peng, K., & Wong, C. S. (2018). Beyond exchange and prosocial motives, is altruistic helping a valid motive for organizational citizenship behavior?. Chinese Management Studies.",2018,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCB,pb,,1,2,245,,Hong Kong,25,0,0.27,0.93,0.9,0.295121626
607,233,185,"Cheung, F. Y. M., Peng, K., & Wong, C. S. (2018). Beyond exchange and prosocial motives, is altruistic helping a valid motive for organizational citizenship behavior?. Chinese Management Studies.",2018,0,1,1,1,altruistic helping motives,"Cheung, Peng, & Wong (2018)",1,3,,0,negative affect,wb,2,,2,245,,Hong Kong,25,0,0.16,0.9,0.99,0.16950446
608,233,185,"Cheung, F. Y. M., Peng, K., & Wong, C. S. (2018). Beyond exchange and prosocial motives, is altruistic helping a valid motive for organizational citizenship behavior?. Chinese Management Studies.",2018,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,negative affect,wb,2,,2,245,,Hong Kong,25,0,0.16,0.93,0.99,0.166748107
609,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,affective organizational commitment,wb,2,,2,320,0.67,Israel,54,1,0.31,0.67,0.68,0.459271859
610,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,affective organizational commitment,wb,2,,2,320,0.67,Israel,54,1,0.07,0.65,0.68,0.105289947
611,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,normative organizational commitment,wb,2,,2,320,0.67,Israel,54,1,0.21,0.67,0.76,0.294289724
612,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,normative organizational commitment,wb,2,,2,320,0.67,Israel,54,1,0.12,0.65,0.76,0.170733118
613,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,benevolence,Schwartz Value Survey,1,1,,0,affective occupational commitment,wb,1,,2,320,0.67,Israel,54,1,0.12,0.67,0.84,0.15995735
614,234,186,"Cohen, A. (2010). Values and commitment: A test of Schwartz's human values theory among Arab teachers in Israel. Journal of applied social psychology, 40(8), 1921-1947.",2010,0,1,1,1,universalism,Schwartz Value Survey,1,1,,0,affective occupational commitment,wb,1,,2,320,0.67,Israel,54,1,0.04,0.65,0.84,0.054133196
